"POL","CO","CON","AB","ABN","DIS","DISN","EIC","EICSUM","EICSUMN","TYPE","EMS","CANCER_TWE","CHRONIC_TWE","ACUTE_TWE"
108883,2,ALPINE,GBV,GREAT BASIN VALLEYS,GBU,GREAT BASIN UNIFIED APCD,92092016000000,920,GEOGENIC SOURCES,N,0,,0,0
108883,8,DEL NORTE,NC,NORTH COAST,NCU,NORTH COAST UNIFIED AQMD,92092016000000,920,GEOGENIC SOURCES,N,0,,0,0
108883,18,LASSEN,NEP,NORTHEAST PLATEAU,LAS,LASSEN COUNTY APCD,92092016000000,920,GEOGENIC SOURCES,N,0,,0,0
74839,38,SAN FRANCISCO,SF,SAN FRANCISCO BAY AREA,BA,BAY AREA AQMD,93093402000000,930,WILDFIRES,N,0,,0,0
108883,31,PLACER,MC,MOUNTAIN COUNTIES,PLA,PLACER COUNTY APCD,93093402000000,930,WILDFIRES,N,5.11012836,,0.000208338566536203522504892367906066536205,0.000175004395890410958904109589041095890412
74839,19,LOS ANGELES,MD,MOJAVE DESERT,AV,ANTELOPE VALLEY AQMD,93093402000000,930,WILDFIRES,N,156.8513618,,0.537162197945205479452054794520547945208,0.00688669484545135230066736916051984545137
74839,31,PLACER,MC,MOUNTAIN COUNTIES,PLA,PLACER COUNTY APCD,93093402000000,930,WILDFIRES,N,0.0227774,,0.0000780047945205479452054794520547945205483,0.00000100006146821215314365999297506146821216
74839,51,SUTTER,SV,SACRAMENTO VALLEY,FR,FEATHER RIVER AQMD,93093402000000,930,WILDFIRES,N,0,,0,0
74839,4,BUTTE,SV,SACRAMENTO VALLEY,BUT,BUTTE COUNTY AQMD,93093402000000,930,WILDFIRES,N,957.9185386,,3.28054294041095890410958904109589041098,0.0420582428257815244116613979627678257816
108883,11,GLENN,SV,SACRAMENTO VALLEY,GLE,GLENN COUNTY APCD,93093402000000,930,WILDFIRES,N,231601.9040109,,9.44234768472358121330724070450097847362,7.93157205516780821917808219178082191784
74839,8,DEL NORTE,NC,NORTH COAST,NCU,NORTH COAST UNIFIED AQMD,93093402000000,930,WILDFIRES,N,369.5077806,,1.26543760479452054794520547945205479453,0.0162235590358271865121180189673340358272
108883,43,SANTA CLARA,SF,SAN FRANCISCO BAY AREA,BA,BAY AREA AQMD,93093402000000,930,WILDFIRES,N,45764.70703182,,1.8658148659417808219178082191780821918,1.5672844873910958904109589041095890411
74839,20,MADERA,SJV,SAN JOAQUIN VALLEY,SJU,SAN JOAQUIN VALLEY APCD,93093402000000,930,WILDFIRES,N,1431.6936558,,4.90306046506849315068493150684931506851,0.0628597495521601685985247629083245521603
108883,26,MONO,GBV,GREAT BASIN VALLEYS,GBU,GREAT BASIN UNIFIED APCD,93093402000000,930,WILDFIRES,N,30223.00705896,,1.23218391466731898238747553816046966733,1.03503448832054794520547945205479452055
108883,19,LOS ANGELES,MD,MOJAVE DESERT,AV,ANTELOPE VALLEY AQMD,93093402000000,930,WILDFIRES,N,35189.73158652,,1.43467594530821917808219178082191780823,1.20512779405890410958904109589041095891
74839,9,EL DORADO,LT,LAKE TAHOE,ED,EL DORADO COUNTY AQMD,93093402000000,930,WILDFIRES,N,0,,0,0
108883,31,PLACER,SV,SACRAMENTO VALLEY,PLA,PLACER COUNTY APCD,92092016000000,920,GEOGENIC SOURCES,N,0,,0,0
108883,53,TRINITY,NC,NORTH COAST,NCU,NORTH COAST UNIFIED AQMD,92092016000000,920,GEOGENIC SOURCES,N,0,,0,0
108883,56,VENTURA,SCC,SOUTH CENTRAL COAST,VEN,VENTURA COUNTY APCD,92092016000000,920,GEOGENIC SOURCES,N,28274.4,,1.1527397260273972602739726027397260274,0.968301369863013698630136986301369863019
108883,49,SONOMA,SF,SAN FRANCISCO BAY AREA,BA,BAY AREA AQMD,92092016000000,920,GEOGENIC SOURCES,N,0,,0,0
108883,27,MONTEREY,NCC,NORTH CENTRAL COAST,MBU,MONTEREY BAY AIR RESOURCES DISTRICT,92092016000000,920,GEOGENIC SOURCES,N,16,,0.000652315720808871493803000652315720808874,0.000547945205479452054794520547945205479454
108883,40,SAN LUIS OBISPO,SCC,SOUTH CENTRAL COAST,SLO,SAN LUIS OBISPO COUNTY APCD,92092016000000,920,GEOGENIC SOURCES,N,102,,0.004158512720156555772994129158512720156571,0.00349315068493150684931506849315068493152
108883,34,SACRAMENTO,SV,SACRAMENTO VALLEY,SAC,SACRAMENTO METROPOLITAN AQMD,92092016000000,920,GEOGENIC SOURCES,N,0,,0,0
108883,17,LAKE,LC,LAKE COUNTY,LAK,LAKE COUNTY AQMD,92092016000000,920,GEOGENIC SOURCES,N,0,,0,0
108883,49,SONOMA,NC,NORTH COAST,NS,NORTHERN SONOMA COUNTY APCD,92092016000000,920,GEOGENIC SOURCES,N,0,,0,0
108883,41,SAN MATEO,SF,SAN FRANCISCO BAY AREA,BA,BAY AREA AQMD,92092016000000,920,GEOGENIC SOURCES,N,0,,0,0
108883,50,STANISLAUS,SJV,SAN JOAQUIN VALLEY,SJU,SAN JOAQUIN VALLEY APCD,92092016000000,920,GEOGENIC SOURCES,N,0,,0,0
108883,1,ALAMEDA,SF,SAN FRANCISCO BAY AREA,BA,BAY AREA AQMD,92092016000000,920,GEOGENIC SOURCES,N,0,,0,0
108883,42,SANTA BARBARA,OC1,OUTER CONTINTL SHELF-24 MILES,SB,SANTA BARBARA COUNTY APCD,92092016000000,920,GEOGENIC SOURCES,N,24528,,1,0.840000000000000000000000000000000000003
108883,16,KINGS,SJV,SAN JOAQUIN VALLEY,SJU,SAN JOAQUIN VALLEY APCD,94094054000000,940,WINDBLOWN DUST,N,0,,0,0
74839,56,VENTURA,SCC,SOUTH CENTRAL COAST,VEN,VENTURA COUNTY APCD,93093402000000,930,WILDFIRES,N,0.8298806,,0.002842056849315068493150684931506849315081,0.00003643662627327010888654724271162627327015
108883,50,STANISLAUS,SJV,SAN JOAQUIN VALLEY,SJU,SAN JOAQUIN VALLEY APCD,93093402000000,930,WILDFIRES,N,47420.7389667,,1.93333084502201565557729941291585127202,1.6239979098184931506849315068493150685
74839,24,MERCED,SJV,SAN JOAQUIN VALLEY,SJU,SAN JOAQUIN VALLEY APCD,93093402000000,930,WILDFIRES,N,5.2277305,,0.0179031866438356164383561643835616438357,0.000229528033895328415876361081840533895329
74839,42,SANTA BARBARA,SCC,SOUTH CENTRAL COAST,SB,SANTA BARBARA COUNTY APCD,93093402000000,930,WILDFIRES,N,0.4880244,,0.001671316438356164383561643835616438356171,0.00002142713382507903055848261327713382507915
108883,36,SAN BERNARDINO,MD,MOJAVE DESERT,MOJ,MOJAVE DESERT AQMD,93093402000000,930,WILDFIRES,N,1145.85527682,,0.0467162131775929549902152641878669275931,0.0392416190691780821917808219178082191782
74839,53,TRINITY,NC,NORTH COAST,NCU,NORTH COAST UNIFIED AQMD,93093402000000,930,WILDFIRES,N,2447.3200244,,8.38123296027397260273972602739726027401,0.1074517046188970846505093080435546188974
108883,40,SAN LUIS OBISPO,SCC,SOUTH CENTRAL COAST,SLO,SAN LUIS OBISPO COUNTY APCD,93093402000000,930,WILDFIRES,N,1083.44985282,,0.0441719607314090019569471624266144814093,0.0371044470143835616438356164383561643837
74839,49,SONOMA,SF,SAN FRANCISCO BAY AREA,BA,BAY AREA AQMD,93093402000000,930,WILDFIRES,N,169.8178146,,0.581567858219178082191780821917808219181,0.007455998182297154899894625922023182297185
74839,29,NEVADA,MC,MOUNTAIN COUNTIES,NSI,NORTHERN SIERRA AQMD,93093402000000,930,WILDFIRES,N,5.2310672,,0.0179146136986301369863013698630136986302,0.000229674534597822269055145767474534597823
74839,3,AMADOR,MC,MOUNTAIN COUNTIES,AMA,AMADOR COUNTY APCD,93093402000000,930,WILDFIRES,N,0.1285941,,0.00044039075342465753424657534246575342466,0.00000564603530031612223393045310853530031614
108883,15,KERN,SJV,SAN JOAQUIN VALLEY,SJU,SAN JOAQUIN VALLEY APCD,93093402000000,930,WILDFIRES,N,556.31424708,,0.0226807830675146771037181996086105675149,0.0190518577767123287671232876712328767124
74839,37,SAN DIEGO,SD,SAN DIEGO COUNTY,SD,SAN DIEGO COUNTY APCD,93093402000000,930,WILDFIRES,N,19.2042579,,0.0657680065068493150684931506849315068497,0.000843179570600632244467860906217070600634
108883,31,PLACER,LT,LAKE TAHOE,PLA,PLACER COUNTY APCD,93093402000000,930,WILDFIRES,N,0,,0,0
74839,34,SACRAMENTO,SV,SACRAMENTO VALLEY,SAC,SACRAMENTO METROPOLITAN AQMD,93093402000000,930,WILDFIRES,N,13.030576,,0.0446252602739726027397260273972602739729,0.000572118721461187214611872146118721461189
74839,16,KINGS,SJV,SAN JOAQUIN VALLEY,SJU,SAN JOAQUIN VALLEY APCD,93093402000000,930,WILDFIRES,N,0.015372,,0.0000526438356164383561643835616438356164385,0.000000674920969441517386722866174920969441518
108883,39,SAN JOAQUIN,SJV,SAN JOAQUIN VALLEY,SJU,SAN JOAQUIN VALLEY APCD,93093402000000,930,WILDFIRES,N,6640.10681256,,0.2707153788551859099804305283757338551871,0.2274009182383561643835616438356164383575
74839,58,YUBA,SV,SACRAMENTO VALLEY,FR,FEATHER RIVER AQMD,93093402000000,930,WILDFIRES,N,4.2995545,,0.0147245017123287671232876712328767123288,0.000188775662978573937478047067088162978574
74839,27,MONTEREY,NCC,NORTH CENTRAL COAST,MBU,MONTEREY BAY AIR RESOURCES DISTRICT,93093402000000,930,WILDFIRES,N,581.24399,,1.99056160958904109589041095890410958906,0.025520020635756937126800140498770635757
108883,55,TUOLUMNE,MC,MOUNTAIN COUNTIES,TUO,TUOLUMNE COUNTY APCD,93093402000000,930,WILDFIRES,N,7616.28228894,,0.31051379194960861056751467710371819961,0.260831585237671232876712328767123287673
74839,11,GLENN,SV,SACRAMENTO VALLEY,GLE,GLENN COUNTY APCD,93093402000000,930,WILDFIRES,N,1032.3202935,,3.53534347089041095890410958904109589042,0.0453249162934668071654373024236037934669
108883,48,SOLANO,SF,SAN FRANCISCO BAY AREA,BA,BAY AREA AQMD,92092016000000,920,GEOGENIC SOURCES,N,0,,0,0
108883,25,MODOC,NEP,NORTHEAST PLATEAU,MOD,MODOC COUNTY APCD,92092016000000,920,GEOGENIC SOURCES,N,0,,0,0
108883,36,SAN BERNARDINO,MD,MOJAVE DESERT,MOJ,MOJAVE DESERT AQMD,92092016000000,920,GEOGENIC SOURCES,N,0,,0,0
108883,46,SIERRA,MC,MOUNTAIN COUNTIES,NSI,NORTHERN SIERRA AQMD,92092016000000,920,GEOGENIC SOURCES,N,0,,0,0
108883,54,TULARE,SJV,SAN JOAQUIN VALLEY,SJU,SAN JOAQUIN VALLEY APCD,92092016000000,920,GEOGENIC SOURCES,N,0,,0,0
108883,10,FRESNO,SJV,SAN JOAQUIN VALLEY,SJU,SAN JOAQUIN VALLEY APCD,94094054000000,940,WINDBLOWN DUST,N,0,,0,0
108883,20,MADERA,SJV,SAN JOAQUIN VALLEY,SJU,SAN JOAQUIN VALLEY APCD,94094054000000,940,WINDBLOWN DUST,N,0,,0,0
108883,54,TULARE,SJV,SAN JOAQUIN VALLEY,SJU,SAN JOAQUIN VALLEY APCD,94094054000000,940,WINDBLOWN DUST,N,0,,0,0
74839,15,KERN,MD,MOJAVE DESERT,KER,EASTERN KERN APCD,93093402000000,930,WILDFIRES,N,46.6646767,,0.1598105366438356164383561643835616438363,0.002048853033895328415876361081840533895335
108883,10,FRESNO,SJV,SAN JOAQUIN VALLEY,SJU,SAN JOAQUIN VALLEY APCD,93093402000000,930,WILDFIRES,N,338263.19779608,,13.79090010584148727984344422700587084154,11.5843560889068493150684931506849315069
108883,30,ORANGE,SC,SOUTH COAST,SC,SOUTH COAST AQMD,93093402000000,930,WILDFIRES,N,1378.93132422,,0.0562186612940313111545988258317025440316,0.0472236754869863013698630136986301369865
74839,26,MONO,GBV,GREAT BASIN VALLEYS,GBU,GREAT BASIN UNIFIED APCD,93093402000000,930,WILDFIRES,N,134.7131564,,0.461346426027397260273972602739726027399,0.00591469776958201615735862311204776958203
108883,45,SHASTA,SV,SACRAMENTO VALLEY,SHA,SHASTA COUNTY AQMD,93093402000000,930,WILDFIRES,N,21466.2410127,,0.875172904953522504892367906066536203525,0.735145240160958904109589041095890410961
74839,45,SHASTA,SV,SACRAMENTO VALLEY,SHA,SHASTA COUNTY AQMD,93093402000000,930,WILDFIRES,N,95.6815805,,0.327676645547945205479452054794520547946,0.00420098263523006673691605198454513523007
74839,1,ALAMEDA,SF,SAN FRANCISCO BAY AREA,BA,BAY AREA AQMD,93093402000000,930,WILDFIRES,N,29.1231263,,0.09973673390410958904109589041095890411,0.001278676075693712680014049877063575693716
74839,50,STANISLAUS,SJV,SAN JOAQUIN VALLEY,SJU,SAN JOAQUIN VALLEY APCD,93093402000000,930,WILDFIRES,N,211.3686905,,0.723865378424657534246575342465753424661,0.00928032536441868633649455567263786441871
74839,57,YOLO,SV,SACRAMENTO VALLEY,YS,YOLO-SOLANO AQMD,93093402000000,930,WILDFIRES,N,95.2840801,,0.326315342808219178082191780821917808222,0.004183530036002809975412715138742536002835
74839,48,SOLANO,SF,SAN FRANCISCO BAY AREA,BA,BAY AREA AQMD,93093402000000,930,WILDFIRES,N,3.8041552,,0.0130279287671232876712328767123287671234,0.000167024727783631893220934316824727783632
108883,29,NEVADA,MC,MOUNTAIN COUNTIES,NSI,NORTHERN SIERRA AQMD,93093402000000,930,WILDFIRES,N,1173.59421408,,0.04784712223091976516634050880626223092,0.0401915826739726027397260273972602739728
108883,33,RIVERSIDE,SC,SOUTH COAST,SC,SOUTH COAST AQMD,93093402000000,930,WILDFIRES,N,19559.12851818,,0.797420438608121330724070450097847358125,0.669833168430821917808219178082191780825
108883,22,MARIPOSA,MC,MOUNTAIN COUNTIES,MPA,MARIPOSA COUNTY APCD,93093402000000,930,WILDFIRES,N,15217.2820917,,0.6204045210249510763209393346379647749536,0.521139797660958904109589041095890410961
108883,7,CONTRA COSTA,SF,SAN FRANCISCO BAY AREA,BA,BAY AREA AQMD,93093402000000,930,WILDFIRES,N,892.22239008,,0.0363756682191780821917808219178082191783,0.0305555613041095890410958904109589041097
108883,3,AMADOR,MC,MOUNTAIN COUNTIES,AMA,AMADOR COUNTY APCD,93093402000000,930,WILDFIRES,N,28.85019174,,0.00117621460127201565557729941291585127202,0.000988020265068493150684931506849315068497
108883,58,YUBA,SV,SACRAMENTO VALLEY,FR,FEATHER RIVER AQMD,93093402000000,930,WILDFIRES,N,964.6085763,,0.0393268336717221135029354207436399217223,0.0330345402842465753424657534246575342467
74839,40,SAN LUIS OBISPO,SCC,SOUTH CENTRAL COAST,SLO,SAN LUIS OBISPO COUNTY APCD,93093402000000,930,WILDFIRES,N,4.8292663,,0.0165385832191780821917808219178082191782,0.000212033118194590797330523357920618194591
108883,56,VENTURA,SCC,SOUTH CENTRAL COAST,VEN,VENTURA COUNTY APCD,93093402000000,930,WILDFIRES,N,186.18439284,,0.007590687901174168297455968688845401174215,0.00637617783698630136986301369863013698634
108883,47,SISKIYOU,NEP,NORTHEAST PLATEAU,SIS,SISKIYOU COUNTY APCD,93093402000000,930,WILDFIRES,N,296720.96218362,,12.09723427036937377690802348336594911943,10.16167678711027397260273972602739726032
74839,41,SAN MATEO,SF,SAN FRANCISCO BAY AREA,BA,BAY AREA AQMD,93093402000000,930,WILDFIRES,N,432.3119776,,1.48052047123287671232876712328767123288,0.0189810316824727783631893220934316824728
108883,23,MENDOCINO,NC,NORTH COAST,MEN,MENDOCINO COUNTY AQMD,93093402000000,930,WILDFIRES,N,237525.59381886,,9.68385493390655577299412915851272015659,8.13443814448150684931506849315068493154
74839,7,CONTRA COSTA,SF,SAN FRANCISCO BAY AREA,BA,BAY AREA AQMD,93093402000000,930,WILDFIRES,N,3.9769072,,0.0136195452054794520547945205479452054795,0.000174609553916403231471724622409553916404
